,date,decision_method,fight_duration_lastrnd,fight_duration_lastrnd_time,fighter_1,fighter_2,location,weight_class,winner,body_abs_1,body_abs_2,body_att_1,body_att_2,body_def_1,body_def_2,body_land_1,body_land_2,clinch_abs_1,clinch_abs_2,clinch_att_1,clinch_att_2,clinch_def_1,clinch_def_2,clinch_land_1,clinch_land_2,ground_abs_1,ground_abs_2,ground_att_1,ground_att_2,ground_def_1,ground_def_2,ground_land_1,ground_land_2,head_abs_1,head_abs_2,head_att_1,head_att_2,head_def_1,head_def_2,head_land_1,head_land_2,kd_1,kd_2,leg_abs_1,leg_abs_2,leg_att_1,leg_att_2,leg_def_1,leg_def_2,leg_land_1,leg_land_2,td_abs_1,td_abs_2,td_att_1,td_att_2,td_def_1,td_def_2,td_land_1,td_land_2
1412,2023-03-04,KO/TKO,3,4:22,Ian Machado Garry,Song Kenan,"Las Vegas, Nevada, USA",Welterweight Bout,Ian Machado Garry,8,36,46,9,1,10,36,8,7,1,1,8,1,0,1,7,3,7,10,8,5,3,7,3,18,58,149,69,51,91,58,18,1,1,29,33,36,32,3,3,33,29,2,0,0,3,1,0,0,2
1413,2023-03-04,KO/TKO,2,4:12,Julian Marquez,Marc-Andre Barriault,"Las Vegas, Nevada, USA",Middleweight Bout,Marc-Andre Barriault,18,10,18,20,2,8,10,18,49,19,30,89,40,11,19,49,0,0,0,0,0,0,0,0,91,63,142,202,111,79,63,91,0,0,0,9,11,0,0,2,9,0,0,0,1,0,0,1,0,0
1414,2023-03-04,Decision - Unanimous,3,5:00,Viviane Araujo,Amanda Ribas,"Las Vegas, Nevada, USA",Women's Flyweight Bout,Amanda Ribas,11,5,6,16,5,1,5,11,0,0,0,0,0,0,0,0,5,1,1,7,2,0,1,5,71,37,105,149,78,68,37,71,0,0,16,4,4,18,2,0,4,16,2,0,0,2,0,0,0,2
1415,2023-03-04,KO/TKO,2,4:59,Derek Brunson,Dricus Du Plessis,"Las Vegas, Nevada, USA",Middleweight Bout,Dricus Du Plessis,8,9,12,9,1,3,9,8,3,3,5,3,0,2,3,3,15,4,5,17,2,1,4,15,55,27,71,97,42,44,27,55,0,1,8,1,1,9,1,0,1,8,1,1,2,2,1,1,1,1
1416,2023-03-04,Decision - Unanimous,3,5:00,Cody Garbrandt,Trevin Jones,"Las Vegas, Nevada, USA",Bantamweight Bout,Cody Garbrandt,8,14,15,14,6,1,14,8,1,2,2,1,0,0,2,1,4,3,3,4,0,0,3,4,9,8,14,50,41,6,8,9,0,0,3,4,4,5,2,0,4,3,1,2,3,2,1,1,2,1
1417,2023-03-04,Submission,4,4:34,Valentina Shevchenko,Alexa Grasso,"Las Vegas, Nevada, USA",UFC Women's Flyweight Title Bout,Alexa Grasso,12,8,12,18,6,4,8,12,8,2,7,8,0,5,2,8,1,5,5,1,0,0,5,1,31,68,121,137,106,53,68,31,0,0,16,11,12,26,10,1,11,16,0,4,6,2,2,2,4,0
1418,2023-02-25,Decision - Split,3,5:00,Ode Osbourne,Charles Johnson,"Las Vegas, Nevada, USA",Catch Weight Bout,Ode Osbourne,10,10,15,24,14,5,10,10,17,3,4,25,8,1,3,17,1,0,0,1,0,0,0,1,28,17,110,78,50,93,17,28,0,0,22,21,29,25,3,8,21,22,1,3,10,5,4,7,3,1
1419,2023-03-04,Submission,1,2:54,Bo Nickal,Jamie Pickett,"Las Vegas, Nevada, USA",Middleweight Bout,Bo Nickal,1,1,2,1,0,1,1,1,1,1,3,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,3,1,0
1420,2023-03-04,Submission,3,4:17,Geoff Neal,Shavkat Rakhmonov,"Las Vegas, Nevada, USA",Welterweight Bout,Shavkat Rakhmonov,39,4,6,44,5,2,4,39,39,12,16,48,9,4,12,39,0,0,0,0,0,0,0,0,69,63,136,130,61,73,63,69,0,0,5,2,3,5,0,1,2,5,0,0,0,4,4,0,0,0
1421,2023-03-04,Decision - Split,3,5:00,Mateusz Gamrot,Jalin Turner,"Las Vegas, Nevada, USA",Lightweight Bout,Mateusz Gamrot,14,2,3,22,8,1,2,14,4,2,2,4,0,0,2,4,3,6,8,3,0,2,6,3,23,18,30,72,49,12,18,23,0,1,3,9,9,3,0,0,9,3,0,4,12,1,1,8,4,0
1422,2023-03-04,Submission,1,2:04,Jon Jones,Ciryl Gane,"Las Vegas, Nevada, USA",UFC Heavyweight Title Bout,Jon Jones,2,0,1,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,3,2,3,2,1,0,0,3,3,4,3,0,1,3,3,0,2,2,0,0,0,2,0
1423,2023-02-25,KO/TKO,1,2:27,Jordan Leavitt,Victor Martinez,"Las Vegas, Nevada, USA",Lightweight Bout,Jordan Leavitt,0,6,10,1,1,4,6,0,0,5,7,0,0,2,5,0,0,4,6,0,0,2,4,0,4,8,21,20,16,13,8,4,1,0,3,3,4,7,4,1,3,3,0,0,2,0,0,2,0,0
1424,2023-02-25,Decision - Unanimous,3,5:00,Jasmine Jasudavicius,Gabriella Fernandes,"Las Vegas, Nevada, USA",Women's Flyweight Bout,Jasmine Jasudavicius,8,3,4,10,2,1,3,8,1,1,1,1,0,0,1,1,0,7,13,0,0,6,7,0,10,17,46,37,27,29,17,10,0,0,8,4,4,9,1,0,4,8,0,4,8,1,1,4,4,0
1425,2023-02-25,KO/TKO,1,4:59,Erick Gonzalez,Trevor Peek,"Las Vegas, Nevada, USA",Lightweight Bout,Trevor Peek,8,1,1,11,3,0,1,8,9,0,1,12,3,1,0,9,6,0,0,7,1,0,0,6,38,5,27,70,32,22,5,38,0,2,5,1,1,5,0,0,1,5,0,4,6,1,1,2,4,0
1426,2023-02-25,Submission,2,4:55,Joe Solecki,Carl Deaton,"Las Vegas, Nevada, USA",Lightweight Bout,Joe Solecki,0,0,1,2,2,1,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,6,10,9,5,1,1,0,0,0,1,1,0,0,0,1,0,0,2,3,0,0,1,2,0
1427,2023-02-25,Submission,2,2:51,Tatiana Suarez,Montana De La Rosa,"Las Vegas, Nevada, USA",Women's Flyweight Bout,Tatiana Suarez,1,8,10,1,0,2,8,1,4,7,8,4,0,1,7,4,0,0,0,0,0,0,0,0,4,0,1,10,6,1,0,4,0,0,0,2,2,0,0,0,2,0,0,2,6,0,0,4,2,0
1428,2023-02-18,KO/TKO,1,0:49,Ovince Saint Preux,Philipe Lins,"Las Vegas, Nevada, USA",Light Heavyweight Bout,Philipe Lins,1,0,0,1,0,0,0,1,4,0,0,5,1,0,0,4,1,0,0,1,0,0,0,1,17,0,1,43,26,1,0,17,0,1,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0
1429,2023-02-25,Submission,1,4:15,Mike Malott,Yohan Lainesse,"Las Vegas, Nevada, USA",Welterweight Bout,Mike Malott,0,4,7,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,8,3,2,5,3,1,0,0,0,2,2,1,1,0,2,0,0,1,1,0,0,0,1,0
1430,2023-02-25,Decision - Unanimous,3,5:00,Augusto Sakai,Don'Tale Mayes,"Las Vegas, Nevada, USA",Heavyweight Bout,Augusto Sakai,10,18,22,12,2,4,18,10,5,30,42,6,1,12,30,5,0,2,4,0,0,2,2,0,15,27,65,46,31,38,27,15,0,0,4,8,8,4,0,0,8,4,0,1,2,1,1,1,1,0
1431,2023-02-18,Decision - Unanimous,3,5:00,Jamall Emmers,Khusein Askhabov,"Las Vegas, Nevada, USA",Featherweight Bout,Jamall Emmers,7,18,26,9,2,8,18,7,5,10,12,10,5,2,10,5,0,8,13,0,0,5,8,0,15,27,82,88,73,55,27,15,0,0,8,17,36,17,9,19,17,8,0,1,3,6,6,2,1,0
1432,2023-02-18,Submission,2,4:45,Lina Lansberg,Mayra Bueno Silva,"Las Vegas, Nevada, USA",Women's Bantamweight Bout,Mayra Bueno Silva,17,7,7,20,3,0,7,17,11,7,7,13,2,0,7,11,7,0,0,9,2,0,0,7,13,16,41,38,25,25,16,13,0,0,9,2,2,11,2,0,2,9,2,0,0,3,1,0,0,2
1433,2023-02-25,Submission,3,4:25,Andre Muniz,Brendan Allen,"Las Vegas, Nevada, USA",Middleweight Bout,Brendan Allen,12,8,13,16,4,5,8,12,0,0,1,0,0,1,0,0,2,0,0,4,2,0,0,2,21,25,88,76,55,63,25,21,0,0,9,10,11,10,1,1,10,9,1,0,3,1,0,3,0,1
1434,2023-02-18,Submission,2,1:37,AJ Fletcher,Themba Gorimbo,"Las Vegas, Nevada, USA",Welterweight Bout,AJ Fletcher,3,0,1,3,0,1,0,3,1,1,1,1,0,0,1,1,0,5,9,0,0,4,5,0,2,6,13,6,4,7,6,2,0,0,1,1,3,1,0,2,1,1,2,0,0,2,0,0,0,2
1435,2023-02-18,TKO - Doctor's Stoppage,3,0:38,Nazim Sadykhov,Evan Elder,"Las Vegas, Nevada, USA",Lightweight Bout,Nazim Sadykhov,36,19,20,46,10,1,19,36,10,10,14,13,3,4,10,10,0,0,0,0,0,0,0,0,25,38,103,87,62,65,38,25,0,1,9,7,9,9,0,2,7,9,1,1,1,6,5,0,1,1
1436,2023-02-18,Decision - Unanimous,3,5:00,Jim Miller,Alexander Hernandez,"Las Vegas, Nevada, USA",Lightweight Bout,Alexander Hernandez,39,16,25,50,11,9,16,39,3,3,3,3,0,0,3,3,7,0,0,8,1,0,0,7,62,32,137,169,107,105,32,62,0,0,7,19,23,15,8,4,19,7,0,0,1,1,1,1,0,0
1437,2023-02-18,Decision - Unanimous,3,5:00,William Knight,Marcin Prachnio,"Las Vegas, Nevada, USA",Light Heavyweight Bout,Marcin Prachnio,7,2,8,25,18,6,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,13,36,27,13,0,9,0,0,63,6,12,83,20,6,6,63,0,0,3,0,0,3,0,0
1438,2023-02-18,Decision - Unanimous,3,5:00,Josh Parisian,Jamal Pogues,"Las Vegas, Nevada, USA",Heavyweight Bout,Jamal Pogues,3,14,23,3,0,9,14,3,9,2,3,9,0,1,2,9,4,0,0,4,0,0,0,4,29,19,85,56,27,66,19,29,0,0,1,4,5,1,0,1,4,1,5,1,2,11,6,1,1,5
1439,2023-02-18,Decision - Unanimous,3,5:00,Jordan Wright,Zac Pauga,"Las Vegas, Nevada, USA",Light Heavyweight Bout,Zac Pauga,21,13,21,24,3,8,13,21,38,11,13,43,5,2,11,38,0,0,0,0,0,0,0,0,31,15,55,54,23,40,15,31,0,0,7,1,2,7,0,1,1,7,0,0,1,6,6,1,0,0
1440,2023-02-11,Decision - Unanimous,3,5:00,Shane Young,Blake Bilder,"Perth, Western Australia, Australia",Featherweight Bout,Blake Bilder,11,21,28,17,6,7,21,11,3,1,2,5,2,1,1,3,1,0,0,3,2,0,0,1,62,42,151,134,72,109,42,62,0,0,38,17,17,39,1,0,17,38,1,0,3,7,6,3,0,1
1441,2023-02-18,Submission,2,1:37,Jessica Andrade,Erin Blanchfield,"Las Vegas, Nevada, USA",Women's Flyweight Bout,Erin Blanchfield,2,5,16,4,2,11,5,2,1,3,6,3,2,3,3,1,0,0,0,0,0,0,0,0,38,28,107,105,67,79,28,38,0,0,11,20,20,11,0,0,20,11,1,0,1,3,2,1,0,1
1442,2023-02-11,Submission,2,0:44,Loma Lookboonmee,Elise Reed,"Perth, Western Australia, Australia",Women's Strawweight Bout,Loma Lookboonmee,1,6,9,2,1,3,6,1,5,4,5,6,1,1,4,5,5,1,2,5,0,1,1,5,12,5,8,23,11,3,5,12,0,0,4,6,10,4,0,4,6,4,0,2,3,0,0,1,2,0
1443,2023-02-11,Decision - Unanimous,3,5:00,Jack Jenkins,Don Shainis,"Perth, Western Australia, Australia",Featherweight Bout,Jack Jenkins,17,23,26,23,6,3,23,17,14,21,24,21,7,3,21,14,7,8,9,8,1,1,8,7,26,45,81,68,42,36,45,26,0,0,7,14,16,11,4,2,14,7,1,4,5,3,2,1,4,1
1444,2023-02-11,Decision - Unanimous,3,5:00,Jamie Mullarkey,Francisco Prado,"Perth, Western Australia, Australia",Lightweight Bout,Jamie Mullarkey,4,13,14,10,6,1,13,4,0,0,0,0,0,0,0,0,0,10,12,0,0,2,10,0,18,28,70,58,40,42,28,18,0,0,6,18,20,7,1,2,18,6,0,3,4,2,2,1,3,0
1445,2023-02-11,KO/TKO,1,0:59,Shannon Ross,Kleydson Rodrigues,"Perth, Western Australia, Australia",Flyweight Bout,Kleydson Rodrigues,3,0,0,3,0,0,0,3,5,0,0,7,2,0,0,5,0,0,0,1,1,0,0,0,8,0,1,16,8,1,0,8,0,1,3,1,3,3,0,2,1,3,0,0,0,0,0,0,0,0
1446,2023-02-11,Submission,2,2:02,Josh Culibao,Melsik Baghdasaryan,"Perth, Western Australia, Australia",Featherweight Bout,Josh Culibao,8,3,8,10,2,5,3,8,2,1,2,3,1,1,1,2,0,0,0,0,0,0,0,0,6,3,24,19,13,21,3,6,0,0,12,10,13,15,3,3,10,12,0,0,0,0,0,0,0,0
1447,2023-02-11,Decision - Unanimous,3,5:00,Tyson Pedro,Modestas Bukauskas,"Perth, Western Australia, Australia",Light Heavyweight Bout,Modestas Bukauskas,12,20,27,13,1,7,20,12,10,5,6,14,4,1,5,10,0,1,1,0,0,0,1,0,25,18,45,88,63,27,18,25,0,0,7,7,9,8,1,2,7,7,0,2,3,0,0,1,2,0
1448,2023-02-11,Decision - Majority,3,5:00,Jimmy Crute,Alonzo Menifield,"Perth, Western Australia, Australia",Light Heavyweight Bout,Draw,1,2,2,1,0,0,2,1,4,5,5,4,0,0,5,4,10,3,3,12,2,0,3,10,53,27,58,80,27,31,27,53,0,2,2,2,2,2,0,0,2,2,0,6,12,0,0,6,6,0
1449,2023-02-11,KO/TKO,1,1:06,Justin Tafa,Parker Porter,"Perth, Western Australia, Australia",Heavyweight Bout,Justin Tafa,0,2,3,1,1,1,2,0,0,3,4,1,1,1,3,0,0,0,0,0,0,0,0,0,5,6,13,13,8,7,6,5,1,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0
1450,2023-02-11,Submission,1,2:13,Jack Della Maddalena,Randy Brown,"Perth, Western Australia, Australia",Welterweight Bout,Jack Della Maddalena,2,1,2,3,1,1,1,2,0,2,2,0,0,0,2,0,0,7,11,0,0,4,7,0,6,9,23,33,27,14,9,6,1,0,3,4,6,3,0,2,4,3,0,0,0,0,0,0,0,0
1451,2023-02-11,Submission,2,4:19,Yair Rodriguez,Josh Emmett,"Perth, Western Australia, Australia",UFC Interim Featherweight Title Bout,Yair Rodriguez,4,18,22,7,3,4,18,4,1,7,9,2,1,2,7,1,8,8,11,10,2,3,8,8,17,36,76,44,27,40,36,17,0,0,1,8,9,1,0,1,8,1,1,0,0,4,3,0,0,1
1452,2023-02-11,Decision - Unanimous,5,5:00,Islam Makhachev,Alexander Volkanovski,"Perth, Western Australia, Australia",UFC Lightweight Title Bout,Islam Makhachev,21,18,20,33,12,2,18,21,6,12,13,10,4,1,12,6,6,0,0,8,2,0,0,6,37,36,72,96,59,36,36,37,0,1,12,3,3,14,2,0,3,12,0,4,9,4,4,5,4,0
1453,2023-02-04,Submission,1,4:05,JunYong Park,Denis Tiuliulin,"Las Vegas, Nevada, USA",Middleweight Bout,JunYong Park,4,1,1,6,2,0,1,4,0,0,0,0,0,0,0,0,0,10,11,0,0,1,10,0,4,20,33,16,12,13,20,4,0,0,0,4,4,0,0,0,4,0,0,1,3,0,0,2,1,0
1454,2023-02-04,Submission,3,3:11,SeungGuk Choi,HyunSung Park,"Las Vegas, Nevada, USA",Road to UFC 1 Flyweight Tournament Title Bout,HyunSung Park,1,3,5,3,2,2,3,1,1,0,2,3,2,2,0,1,0,0,0,0,0,0,0,0,20,12,54,61,41,42,12,20,1,0,17,5,10,27,10,5,5,17,1,0,2,3,2,2,0,1
1455,2023-02-04,KO/TKO,1,0:33,Toshiomi Kazama,Rinya Nakamura,"Las Vegas, Nevada, USA",Road To UFC 1 Bantamweight Tournament Title Bout,Rinya Nakamura,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,11,4,10,25,14,6,4,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1456,2023-02-04,Decision - Split,3,5:00,JeongYeong Lee,Yizha,"Las Vegas, Nevada, USA",Road To UFC 1 Featherweight Tournament Title Bout,JeongYeong Lee,6,7,7,9,3,0,7,6,7,7,8,7,0,1,7,7,4,0,0,5,1,0,0,4,17,18,50,48,31,32,18,17,0,0,1,0,0,1,0,0,0,1,5,0,0,21,16,0,0,5
1457,2023-02-04,KO/TKO,2,3:44,Jeka Saragih,Anshul Jubli,"Las Vegas, Nevada, USA",Road To UFC 1 Lightweight Tournament Title Bout,Anshul Jubli,1,3,4,3,2,1,3,1,0,2,3,0,0,1,2,0,32,2,2,37,5,0,2,32,36,2,10,47,11,8,2,36,0,0,1,9,11,1,0,2,9,1,2,0,0,5,3,0,0,2
1458,2023-02-04,KO/TKO,1,4:36,Yusaku Kinoshita,Adam Fugitt,"Las Vegas, Nevada, USA",Welterweight Bout,Adam Fugitt,4,1,1,7,3,0,1,4,4,0,0,4,0,0,0,4,6,0,0,7,1,0,0,6,16,6,20,23,7,14,6,16,0,0,1,3,3,3,2,0,3,1,4,0,1,7,3,1,0,4
1459,2023-02-04,Decision - Majority,3,5:00,Dooho Choi,Kyle Nelson,"Las Vegas, Nevada, USA",Featherweight Bout,Draw,7,23,24,10,3,1,23,7,3,2,2,4,1,0,2,3,0,21,22,0,0,1,21,0,10,11,37,41,31,26,11,10,0,0,3,16,17,7,4,1,16,3,5,0,0,10,5,0,0,5
1460,2023-02-04,Decision - Unanimous,3,5:00,Marcin Tybura,Blagoy Ivanov,"Las Vegas, Nevada, USA",Heavyweight Bout,Marcin Tybura,10,19,24,15,5,5,19,10,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,24,12,70,98,74,58,12,24,0,0,0,9,9,0,0,0,9,0,0,1,1,0,0,0,1,0
1461,2023-02-04,Decision - Unanimous,3,5:00,Da Woon Jung,Devin Clark,"Las Vegas, Nevada, USA",Light Heavyweight Bout,Devin Clark,5,6,9,6,1,3,6,5,11,11,16,14,3,5,11,11,2,0,0,4,2,0,0,2,22,11,42,51,29,31,11,22,0,0,12,1,1,13,1,0,1,12,3,1,5,11,8,4,1,3
1462,2023-02-04,Submission,1,3:05,Derrick Lewis,Serghei Spivac,"Las Vegas, Nevada, USA",Heavyweight Bout,Serghei Spivac,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,18,6,0,0,12,12,0,2,21,9,2,0,12,0,0,0,0,0,0,0,0,0,0,6,0,0,8,2,0,0,6
1463,2023-01-21,Decision - Unanimous,3,5:00,Josiane Nunes,Zarah Fairn,"Rio de Janeiro, Rio de Janeiro, Brazil",Women's Featherweight Bout,Josiane Nunes,17,38,52,20,3,14,38,17,10,20,31,13,3,11,20,10,0,0,0,0,0,0,0,0,89,58,150,220,131,92,58,89,0,0,11,6,9,11,0,3,6,11,0,0,0,0,0,0,0,0
1464,2023-01-21,Decision - Split,3,5:00,Warlley Alves,Nicolas Dalby,"Rio de Janeiro, Rio de Janeiro, Brazil",Welterweight Bout,Nicolas Dalby,35,7,12,41,6,5,7,35,32,4,6,35,3,2,4,32,1,0,0,1,0,0,0,1,75,45,117,195,120,72,45,75,0,0,9,14,15,12,3,1,14,9,0,1,3,1,1,2,1,0
1465,2023-01-21,KO/TKO,2,2:17,Ismael Bonfim,Terrance McKinney,"Rio de Janeiro, Rio de Janeiro, Brazil",Lightweight Bout,Ismael Bonfim,4,16,17,6,2,1,16,4,0,10,10,2,2,0,10,0,2,0,0,2,0,0,0,2,10,16,30,43,33,14,16,10,1,0,0,2,2,0,0,0,2,0,0,1,4,2,2,3,1,0
1466,2023-01-21,Decision - Unanimous,3,5:00,Luan Lacerda,Cody Stamann,"Rio de Janeiro, Rio de Janeiro, Brazil",Bantamweight Bout,Cody Stamann,29,44,61,38,9,17,44,29,2,0,0,3,1,0,0,2,0,0,0,0,0,0,0,0,62,31,113,139,77,82,31,62,0,0,12,5,7,12,0,2,5,12,0,1,4,2,2,3,1,0
1467,2023-01-21,KO/TKO,2,2:56,Shamil Abdurakhimov,Jailton Almeida,"Rio de Janeiro, Rio de Janeiro, Brazil",Heavyweight Bout,Jailton Almeida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,52,8,0,0,44,44,1,1,55,11,0,1,44,0,0,1,0,0,2,1,0,0,1,3,0,0,5,2,0,0,3
1468,2023-01-21,Submission,1,0:49,Gabriel Bonfim,Mounir Lazzez,"Rio de Janeiro, Rio de Janeiro, Brazil",Welterweight Bout,Gabriel Bonfim,4,2,2,4,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,4,4,12,6,0,0,0,5,1,2,5,0,1,1,5,0,0,0,1,1,0,0,0
1469,2023-01-21,Submission,2,4:05,Thiago Moises,Melquizael Costa,"Rio de Janeiro, Rio de Janeiro, Brazil",Lightweight Bout,Thiago Moises,10,7,7,18,8,0,7,10,2,1,2,5,3,1,1,2,0,10,10,0,0,0,10,0,2,14,25,19,17,11,14,2,0,0,11,1,1,13,2,0,1,11,0,4,7,0,0,3,4,0
1470,2023-01-21,KO/TKO,1,4:13,Gregory Rodrigues,Brunno Ferreira,"Rio de Janeiro, Rio de Janeiro, Brazil",Middleweight Bout,Brunno Ferreira,2,5,6,3,1,1,5,2,1,2,2,1,0,0,2,1,1,0,0,1,0,0,0,1,15,16,35,37,22,19,16,15,0,1,5,0,0,5,0,0,0,5,0,0,0,2,2,0,0,0
1471,2023-01-21,KO/TKO,1,4:05,Mauricio Rua,Ihor Potieria,"Rio de Janeiro, Rio de Janeiro, Brazil",Light Heavyweight Bout,Ihor Potieria,3,3,4,4,1,1,3,3,5,0,0,6,1,0,0,5,3,0,0,4,1,0,0,3,16,4,17,35,19,13,4,16,0,1,2,10,10,2,0,0,10,2,0,0,0,2,2,0,0,0
1472,2023-01-21,KO/TKO,1,2:16,Paul Craig,Johnny Walker,"Rio de Janeiro, Rio de Janeiro, Brazil",Light Heavyweight Bout,Johnny Walker,1,1,2,1,0,1,1,1,5,0,0,5,0,0,0,5,5,0,0,6,1,0,0,5,12,0,3,16,4,3,0,12,0,1,3,2,3,3,0,1,2,3,0,0,0,0,0,0,0,0
1473,2023-01-21,Decision - Unanimous,3,5:00,Lauren Murphy,Jessica Andrade,"Rio de Janeiro, Rio de Janeiro, Brazil",Women's Flyweight Bout,Jessica Andrade,23,14,19,27,4,5,14,23,22,10,17,30,8,7,10,22,1,0,0,1,0,0,0,1,161,81,268,292,131,187,81,161,0,0,47,5,6,50,3,1,5,47,1,0,15,1,0,15,0,1
1474,2023-01-21,Submission,1,4:15,Gilbert Burns,Neil Magny,"Rio de Janeiro, Rio de Janeiro, Brazil",Welterweight Bout,Gilbert Burns,1,1,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,2,4,5,8,6,1,4,2,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0
1475,2023-01-21,TKO - Doctor's Stoppage,3,5:00,Deiveson Figueiredo,Brandon Moreno,"Rio de Janeiro, Rio de Janeiro, Brazil",UFC Flyweight Title Bout,Brandon Moreno,7,8,9,9,2,1,8,7,3,0,0,6,3,0,0,3,11,4,8,16,5,4,4,11,37,8,30,61,24,22,8,37,0,0,4,3,4,4,0,1,3,4,3,1,2,6,3,1,1,3
1476,2023-01-21,Decision - Unanimous,5,5:00,Glover Teixeira,Jamahal Hill,"Rio de Janeiro, Rio de Janeiro, Brazil",UFC Light Heavyweight Title Bout,Jamahal Hill,42,19,20,49,7,1,19,42,18,5,6,21,3,1,5,18,26,5,9,34,8,4,5,26,180,52,136,343,163,84,52,180,0,0,10,4,4,10,0,0,4,10,0,2,17,0,0,15,2,0
1477,2023-01-14,Decision - Unanimous,3,5:00,Dan Argueta,Nick Aguirre,"Las Vegas, Nevada, USA",Featherweight Bout,Dan Argueta,0,9,10,1,1,1,9,0,1,6,9,2,1,3,6,1,0,14,21,0,0,7,14,0,14,29,65,42,28,36,29,14,0,0,0,9,10,1,1,1,9,0,0,4,6,0,0,2,4,0
1478,2023-01-14,Submission,1,3:16,Allan Nascimento,Carlos Hernandez,"Las Vegas, Nevada, USA",Flyweight Bout,Allan Nascimento,1,2,3,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,5,3,3,2,2,0,0,0,2,3,0,0,1,2,0,0,2,4,0,0,2,2,0
1479,2023-01-14,Decision - Unanimous,3,5:00,Mateusz Rebecki,Nick Fiore,"Las Vegas, Nevada, USA",Lightweight Bout,Mateusz Rebecki,7,27,37,13,6,10,27,7,5,4,10,9,4,6,4,5,1,22,23,1,0,1,22,1,25,53,125,76,51,72,53,25,0,0,2,9,9,4,2,0,9,2,1,3,4,3,2,1,3,1
1480,2023-01-14,KO/TKO,2,0:28,Claudio Ribeiro,Abdul Razak Alhassan,"Las Vegas, Nevada, USA",Middleweight Bout,Abdul Razak Alhassan,4,3,3,4,0,0,3,4,8,2,2,8,0,0,2,8,0,0,0,0,0,0,0,0,13,6,18,24,11,12,6,13,0,1,0,10,10,0,0,0,10,0,0,0,0,2,2,0,0,0
1481,2023-01-14,Decision - Unanimous,3,5:00,Javid Basharat,Mateus Mendonca,"Las Vegas, Nevada, USA",Bantamweight Bout,Javid Basharat,3,25,28,6,3,3,25,3,2,10,14,2,0,4,10,2,2,25,26,3,1,1,25,2,21,62,93,72,51,31,62,21,0,0,5,8,9,10,5,1,8,5,2,3,5,11,9,2,3,2
1482,2023-01-14,KO/TKO,1,4:40,Umar Nurmagomedov,Raoni Barcelos,"Las Vegas, Nevada, USA",Bantamweight Bout,Umar Nurmagomedov,5,12,13,5,0,1,12,5,3,0,0,3,0,0,0,3,0,1,1,0,0,0,1,0,6,20,32,17,11,12,20,6,1,0,2,4,6,2,0,2,4,2,0,0,0,1,1,0,0,0
1483,2023-01-14,Decision - Split,3,5:00,Ketlen Vieira,Raquel Pennington,"Las Vegas, Nevada, USA",Women's Bantamweight Bout,Raquel Pennington,32,5,10,35,3,5,5,32,22,8,9,25,3,1,8,22,0,0,0,0,0,0,0,0,37,41,122,111,74,81,41,37,0,0,12,18,20,13,1,2,18,12,0,0,0,2,2,0,0,0
1484,2023-01-14,KO/TKO,2,3:19,Punahele Soriano,Roman Kopylov,"Las Vegas, Nevada, USA",Middleweight Bout,Roman Kopylov,14,4,6,15,1,2,4,14,6,6,9,8,2,3,6,6,0,0,0,0,0,0,0,0,56,35,101,101,45,66,35,56,0,0,12,0,0,12,0,0,0,12,1,0,3,1,0,3,0,1
1485,2023-01-14,KO/TKO,2,4:13,Dan Ige,Damon Jackson,"Las Vegas, Nevada, USA",Featherweight Bout,Dan Ige,10,13,15,15,5,2,13,10,4,6,9,8,4,3,6,4,0,0,0,0,0,0,0,0,22,17,54,81,59,37,17,22,1,0,4,4,5,4,0,1,4,4,0,1,1,1,1,0,1,0
1486,2023-01-14,Decision - Unanimous,5,5:00,Sean Strickland,Nassourdine Imavov,"Las Vegas, Nevada, USA",Light Heavyweight Bout,Sean Strickland,41,38,48,46,5,10,38,41,19,7,9,21,2,2,7,19,0,0,0,0,0,0,0,0,67,134,347,207,140,213,134,67,0,0,15,10,10,16,1,0,10,15,0,1,1,1,1,0,1,0
